Time,Clonskeagh Totem,Clonskeagh Totem IN,Clonskeagh Totem OUT,Dun Laoghaire @ Peoples Park Cyclist,Dun Laoghaire @ Peoples Park Cyclists IN,Dun Laoghaire @ Peoples Park Cyclists OUT,Dun Laoghaire @ Seapoint Beach Cyclist,Dun Laoghaire @ Seapoint Beach Cyclists IN,Dun Laoghaire @ Seapoint Beach Cyclists OUT,Dun Laoghaire @ York Road Cyclist,Dun Laoghaire @ York Road Cyclists IN,Dun Laoghaire @ York Road Cyclists OUT,Glenageary Cyclist,Glenageary Bikes IN,Glenageary Bikes OUT,Grange Road Totem,N11 Before UCD,N11 Before UCD Cyclist IN,N11 Before UCD Cyclist OUT,N11 Outbound (Montrose),N11 Outbound (Montrose) OUT-Away From City Centre,N11 Outbound (Montrose) IN- Towards City Centre,N11 Totem Inbound,Rock Road Bus Lane,Rock Road Park,Rock Road Park IN,Rock Road Park OUT,Rock Road Totem Inbound,Wyattville Rd - Bicycles From N11,Wyattville Rd - Bicycles Towards N11,Wyattville Rd At Park Gates Cyclist,Wyattville Rd At Park Gates Bikes IN,Wyattville Rd At Park Gates Bikes OUT,Wyattville Road At Steps Cyclist,Wyattville Road At Steps Bikes IN,Wyattville Road At Steps Bikes OUT
"Oct 14, 2022 12:00 PM",92,54,38,53,30,23,70,41,29,49,26,23,0,0,0,12,33,29,4,23,20,3,16,,20,14,6,17,5,1,7,4,3,,,
"Oct 14, 2022 1:00 PM",117,45,72,50,24,26,65,36,29,49,24,25,0,0,0,8,36,30,6,27,24,3,23,,27,18,9,29,4,4,5,3,2,,,
"Oct 14, 2022 2:00 PM",111,48,63,49,27,22,51,27,24,42,21,21,0,0,0,14,20,16,4,24,21,3,12,,41,20,21,28,4,0,2,1,1,,,
"Oct 14, 2022 3:00 PM",112,45,67,61,32,29,64,41,23,46,29,17,0,0,0,30,31,25,6,22,19,3,21,,49,31,18,37,5,7,6,3,3,,,
"Oct 14, 2022 4:00 PM",150,49,101,61,36,25,96,60,36,68,45,23,0,0,0,31,34,29,5,54,50,4,26,,57,29,28,48,4,4,4,4,0,,,
"Oct 14, 2022 5:00 PM",188,51,137,75,50,25,109,56,53,73,40,33,0,0,0,25,37,28,9,60,56,4,21,,56,40,16,58,7,4,8,4,4,,,
"Oct 14, 2022 6:00 PM",143,41,102,57,34,23,86,51,35,62,35,27,0,0,0,19,38,30,8,69,67,2,31,,50,31,19,45,3,4,7,2,5,,,
"Oct 14, 2022 7:00 PM",112,31,81,40,23,17,47,31,16,38,19,19,0,0,0,21,31,24,7,31,29,2,24,,26,17,9,22,9,0,7,4,3,,,
"Oct 14, 2022 8:00 PM",68,24,44,29,22,7,19,14,5,13,11,2,0,0,0,11,11,7,4,23,23,0,7,,11,9,2,14,2,1,10,5,5,,,
"Oct 14, 2022 9:00 PM",45,19,26,16,9,7,13,7,6,16,7,9,0,0,0,5,14,11,3,10,9,1,10,,13,10,3,17,1,0,4,3,1,,,
"Oct 14, 2022 10:00 PM",39,9,30,7,5,2,11,5,6,10,5,5,0,0,0,7,7,5,2,11,10,1,7,,7,4,3,9,1,1,2,2,0,,,
"Oct 14, 2022 11:00 PM",25,9,16,10,5,5,15,7,8,12,4,8,0,0,0,3,1,1,0,8,6,2,2,,6,3,3,3,0,1,1,0,1,,,
"Oct 15, 2022 12:00 AM",16,5,11,0,0,0,6,3,3,4,2,2,0,0,0,3,4,2,2,8,8,0,2,,2,0,2,3,1,0,1,1,0,,,
"Oct 15, 2022 1:00 AM",14,2,12,1,1,0,2,1,1,0,0,0,0,0,0,5,3,2,1,4,4,0,2,,1,1,0,1,0,1,0,0,0,,,
"Oct 15, 2022 2:00 AM",6,1,5,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,,1,1,0,3,0,0,0,0,0,,,
"Oct 15, 2022 3:00 AM",7,1,6,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,2,2,0,1,,0,0,0,1,0,0,0,0,0,,,
"Oct 15, 2022 4:00 AM",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,0,0,0,1,0,0,0,0,0,,,
"Oct 15, 2022 5:00 AM",3,1,2,0,0,0,2,1,1,1,0,1,0,0,0,3,2,2,0,1,1,0,2,,0,0,0,0,1,0,0,0,0,,,
"Oct 15, 2022 6:00 AM",7,5,2,5,1,4,6,6,0,7,5,2,0,0,0,0,1,1,0,3,3,0,1,,1,1,0,8,1,0,0,0,0,,,
"Oct 15, 2022 7:00 AM",11,5,6,27,13,14,16,10,6,16,12,4,0,0,0,1,5,4,1,5,4,1,2,,8,5,3,18,0,0,1,1,0,,,
"Oct 15, 2022 8:00 AM",35,16,19,38,24,14,39,20,19,42,29,13,0,0,0,4,17,17,0,4,4,0,17,,13,8,5,16,3,11,2,2,0,,,
"Oct 15, 2022 9:00 AM",55,32,23,65,32,33,64,36,28,61,36,25,0,0,0,16,22,22,0,9,8,1,24,,29,18,11,27,2,2,8,7,1,,,
"Oct 15, 2022 10:00 AM",53,31,22,74,34,40,54,31,23,70,46,24,0,0,0,13,14,13,1,16,13,3,8,,24,14,10,28,3,3,4,2,2,,,
"Oct 15, 2022 11:00 AM",54,28,26,86,40,46,71,38,33,74,43,31,0,0,0,10,19,18,1,15,13,2,15,,31,19,12,36,3,5,5,2,3,,,
"Oct 15, 2022 12:00 PM",55,33,22,85,38,47,73,45,28,83,44,39,0,0,0,9,24,23,1,13,12,1,22,,32,22,10,33,3,10,11,7,4,,,
"Oct 15, 2022 1:00 PM",50,27,23,71,35,36,90,54,36,64,44,20,0,0,0,12,20,20,0,20,16,4,14,,34,18,16,29,4,4,8,4,4,,,
"Oct 15, 2022 2:00 PM",42,21,21,49,29,20,50,26,24,39,19,20,0,0,0,16,20,20,0,12,12,0,17,,19,9,10,20,4,0,8,6,2,,,
"Oct 15, 2022 3:00 PM",37,16,21,41,24,17,69,32,37,58,24,34,0,0,0,22,19,18,1,9,5,4,8,,25,13,12,27,2,1,7,4,3,,,
"Oct 15, 2022 4:00 PM",46,18,28,64,26,38,62,27,35,55,24,31,0,0,0,11,9,6,3,13,12,1,7,,23,12,11,29,4,1,8,5,3,,,
"Oct 15, 2022 5:00 PM",57,28,29,51,26,25,64,28,36,56,30,26,0,0,0,9,13,7,6,17,14,3,7,,30,14,16,32,2,1,3,2,1,,,
"Oct 15, 2022 6:00 PM",58,25,33,30,19,11,39,22,17,31,14,17,0,0,0,6,18,14,4,8,8,0,13,,22,5,17,21,3,1,3,0,3,,,
"Oct 15, 2022 7:00 PM",49,23,26,17,12,5,21,8,13,24,11,13,0,0,0,5,10,10,0,9,8,1,6,,8,7,1,14,1,1,3,0,3,,,
"Oct 15, 2022 8:00 PM",29,16,13,4,2,2,12,6,6,9,6,3,0,0,0,4,4,4,0,3,3,0,3,,4,4,0,8,1,0,2,1,1,,,
"Oct 15, 2022 9:00 PM",13,6,7,3,2,1,10,4,6,7,3,4,0,0,0,2,5,5,0,4,4,0,5,,3,1,2,6,1,1,2,0,2,,,
"Oct 15, 2022 10:00 PM",11,1,10,5,4,1,5,3,2,6,2,4,0,0,0,3,2,2,0,2,2,0,3,,2,2,0,6,2,1,3,3,0,,,
"Oct 15, 2022 11:00 PM",24,9,15,4,3,1,10,4,6,5,1,4,0,0,0,3,2,2,0,7,6,1,2,,3,1,2,2,0,0,0,0,0,,,
"Oct 16, 2022 12:00 AM",7,2,5,0,0,0,2,2,0,0,0,0,0,0,0,1,2,2,0,2,2,0,2,,3,1,2,5,0,0,0,0,0,,,
"Oct 16, 2022 1:00 AM",5,4,1,3,1,2,3,0,3,6,0,6,0,0,0,1,4,4,0,2,2,0,1,,2,1,1,1,0,1,0,0,0,,,
"Oct 16, 2022 2:00 AM",10,2,8,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,,,
"Oct 16, 2022 3:00 AM",5,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,2,0,0,0,0,0,,,
"Oct 16, 2022 4:00 AM",5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,1,1,0,1,0,0,0,0,0,,,
"Oct 16, 2022 5:00 AM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,0,,,
"Oct 16, 2022 6:00 AM",7,3,4,1,0,1,4,2,2,4,2,2,0,0,0,1,3,3,0,1,1,0,4,,2,2,0,9,0,0,0,0,0,,,
"Oct 16, 2022 7:00 AM",10,5,5,12,6,6,13,5,8,8,4,4,0,0,0,2,5,5,0,5,3,2,5,,4,1,3,15,0,2,3,2,1,,,
"Oct 16, 2022 8:00 AM",27,14,13,36,25,11,42,29,13,37,26,11,0,0,0,2,7,6,1,6,5,1,3,,20,12,8,21,1,7,5,3,2,,,
"Oct 16, 2022 9:00 AM",50,23,27,108,64,44,91,54,37,100,78,22,0,0,0,7,17,16,1,9,7,2,17,,33,23,10,33,5,10,7,5,2,,,
"Oct 16, 2022 10:00 AM",53,31,22,167,82,85,130,69,61,133,79,54,0,0,0,15,22,20,2,10,8,2,22,,63,31,32,30,3,10,13,8,5,,,
"Oct 16, 2022 11:00 AM",70,43,27,130,65,65,121,64,57,119,60,59,0,0,0,10,14,12,2,7,7,0,9,,43,24,19,38,11,7,11,6,5,,,
"Oct 16, 2022 12:00 PM",43,22,21,130,57,73,106,50,56,112,55,57,0,0,0,15,27,25,2,15,14,1,25,,34,21,13,32,9,4,6,4,2,,,
"Oct 16, 2022 1:00 PM",66,35,31,121,42,79,109,51,58,123,53,70,0,0,0,15,24,22,2,16,14,2,16,,44,26,18,50,7,6,7,6,1,,,
"Oct 16, 2022 2:00 PM",46,19,27,67,27,40,98,47,51,83,38,45,0,0,0,10,22,19,3,17,13,4,14,,35,15,20,32,8,2,8,2,6,,,
"Oct 16, 2022 3:00 PM",49,28,21,54,25,29,44,18,26,41,11,30,0,0,0,17,8,8,0,8,8,0,8,,23,12,11,20,1,2,4,2,2,,,
"Oct 16, 2022 4:00 PM",44,16,28,31,21,10,42,17,25,33,16,17,0,0,0,7,9,5,4,10,9,1,5,,21,6,15,24,3,1,6,3,3,,,
"Oct 16, 2022 5:00 PM",58,24,34,19,11,8,17,5,12,22,10,12,0,0,0,6,8,8,0,10,8,2,6,,6,4,2,16,3,0,3,2,1,,,
"Oct 16, 2022 6:00 PM",36,19,17,4,1,3,13,5,8,10,5,5,0,0,0,3,8,6,2,7,7,0,4,,4,1,3,10,0,1,0,0,0,,,
"Oct 16, 2022 7:00 PM",30,15,15,6,3,3,4,3,1,5,3,2,0,0,0,5,2,2,0,5,4,1,1,,1,0,1,6,0,0,2,1,1,,,
"Oct 16, 2022 8:00 PM",26,8,18,2,1,1,3,0,3,6,1,5,0,0,0,2,4,2,2,1,1,0,2,,2,1,1,4,0,1,3,2,1,,,
"Oct 16, 2022 9:00 PM",8,2,6,2,2,0,6,3,3,2,1,1,0,0,0,1,3,2,1,2,2,0,1,,3,3,0,6,1,0,1,1,0,,,
"Oct 16, 2022 10:00 PM",9,4,5,2,1,1,2,0,2,3,1,2,0,0,0,2,5,4,1,1,1,0,5,,0,0,0,3,0,0,0,0,0,,,
"Oct 16, 2022 11:00 PM",5,1,4,2,2,0,2,1,1,1,1,0,0,0,0,1,1,1,0,3,2,1,1,,0,0,0,0,0,0,0,0,0,,,
"Oct 17, 2022 12:00 AM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,1,1,0,1,0,0,0,0,0,,,
"Oct 17, 2022 1:00 AM",4,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,,0,0,0,1,0,0,0,0,0,,,
"Oct 17, 2022 2:00 AM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,1,0,0,0,,,
"Oct 17, 2022 3:00 AM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,
"Oct 17, 2022 4:00 AM",1,0,1,0,0,0,1,0,1,3,0,3,0,0,0,1,2,2,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,,,
"Oct 17, 2022 5:00 AM",7,3,4,2,1,1,2,2,0,2,2,0,0,0,0,1,6,6,0,2,2,0,5,,0,0,0,9,0,0,0,0,0,,,
"Oct 17, 2022 6:00 AM",35,21,14,2,0,2,7,1,6,6,2,4,0,0,0,3,15,15,0,5,3,2,14,,1,0,1,21,0,1,1,1,0,,,
"Oct 17, 2022 7:00 AM",112,82,30,27,10,17,39,11,28,23,9,14,0,0,0,7,63,62,1,16,14,2,51,,20,7,13,78,0,2,3,3,0,,,
"Oct 17, 2022 8:00 AM",242,190,52,55,10,45,100,34,66,80,34,46,0,0,0,30,156,152,4,35,23,12,115,,50,12,38,152,7,3,12,10,2,,,
"Oct 17, 2022 9:00 AM",133,114,19,25,11,14,43,17,26,37,23,14,0,0,0,11,71,70,1,21,11,10,44,,31,10,21,47,1,3,2,2,0,,,
"Oct 17, 2022 10:00 AM",74,60,14,17,4,13,14,6,8,15,8,7,0,0,0,7,39,36,3,9,6,3,16,,6,3,3,16,2,0,1,0,1,,,
"Oct 17, 2022 11:00 AM",42,31,11,16,9,7,15,10,5,17,11,6,0,0,0,7,29,26,3,6,3,3,17,,6,4,2,14,1,2,3,2,1,,,
"Oct 17, 2022 12:00 PM",49,23,26,16,9,7,15,9,6,13,4,9,0,0,0,2,23,20,3,13,10,3,12,,14,12,2,16,2,1,0,0,0,,,
"Oct 17, 2022 1:00 PM",73,34,39,33,17,16,17,9,8,28,15,13,0,0,0,12,34,27,7,26,22,4,16,,11,11,0,23,2,1,2,1,1,,,
"Oct 17, 2022 2:00 PM",65,28,37,21,10,11,29,22,7,20,13,7,0,0,0,6,28,24,4,12,9,3,16,,17,8,9,15,1,2,4,3,1,,,
"Oct 17, 2022 3:00 PM",82,34,48,19,11,8,45,25,20,30,16,14,0,0,0,19,23,17,6,23,17,6,11,,17,13,4,28,1,1,5,1,4,,,
"Oct 17, 2022 4:00 PM",140,47,93,47,30,17,73,40,33,53,28,25,0,0,0,21,29,19,10,50,47,3,18,,34,23,11,39,1,5,8,3,5,,,
"Oct 17, 2022 5:00 PM",226,50,176,59,31,28,110,69,41,63,32,31,0,0,0,21,43,26,17,82,78,4,23,,69,51,18,47,3,5,6,3,3,,,
"Oct 17, 2022 6:00 PM",213,57,156,61,42,19,120,83,37,77,50,27,0,0,0,26,48,40,8,80,78,2,31,,66,37,29,36,3,6,12,8,4,,,
"Oct 17, 2022 7:00 PM",99,26,73,36,26,10,53,31,22,38,26,12,0,0,0,20,26,14,12,30,29,1,10,,26,16,10,17,6,3,11,4,7,,,
"Oct 17, 2022 8:00 PM",74,15,59,24,19,5,22,11,11,20,12,8,0,0,0,6,19,12,7,23,19,4,9,,17,11,6,13,0,4,5,2,3,,,
"Oct 17, 2022 9:00 PM",69,19,50,12,8,4,13,7,6,10,3,7,0,0,0,6,8,4,4,19,17,2,5,,10,7,3,13,3,0,3,3,0,,,
"Oct 17, 2022 10:00 PM",31,7,24,7,4,3,9,4,5,6,3,3,0,0,0,4,10,4,6,16,15,1,5,,4,3,1,5,3,1,2,1,1,,,
"Oct 17, 2022 11:00 PM",19,9,10,0,0,0,5,3,2,4,3,1,0,0,0,2,2,1,1,6,6,0,3,,2,1,1,4,1,0,0,0,0,,,
"Oct 18, 2022 12:00 AM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,,0,0,0,0,0,0,0,0,0,,,
"Oct 18, 2022 1:00 AM",3,0,3,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,,1,1,0,0,0,0,0,0,0,,,
"Oct 18, 2022 2:00 AM",6,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,0,,,
"Oct 18, 2022 3:00 AM",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,
"Oct 18, 2022 4:00 AM",2,1,1,1,0,1,2,1,1,1,1,0,0,0,0,2,1,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,
"Oct 18, 2022 5:00 AM",6,3,3,4,1,3,6,1,5,3,1,2,0,0,0,0,10,10,0,2,1,1,9,,5,2,3,7,0,0,0,0,0,,,
"Oct 18, 2022 6:00 AM",60,42,18,11,4,7,23,7,16,16,4,12,0,0,0,7,30,30,0,6,4,2,28,,7,2,5,40,1,3,2,2,0,,,
"Oct 18, 2022 7:00 AM",180,126,54,45,10,35,83,26,57,48,15,33,0,0,0,14,90,89,1,24,19,5,86,,36,15,21,133,3,3,7,7,0,,,
"Oct 18, 2022 8:00 AM",383,292,91,112,20,92,222,74,148,133,45,88,0,0,0,51,249,247,2,52,35,17,210,,100,30,70,277,10,10,14,11,3,,,
"Oct 18, 2022 9:00 AM",187,150,37,74,21,53,97,36,61,88,47,41,0,0,0,43,116,114,2,27,17,10,70,,56,21,35,90,4,11,6,5,1,,,
"Oct 18, 2022 10:00 AM",82,62,20,62,30,32,61,36,25,62,32,30,0,0,0,11,71,66,5,14,8,6,32,,31,14,17,31,0,3,6,4,2,,,
"Oct 18, 2022 11:00 AM",65,36,29,45,23,22,71,33,38,48,26,22,0,0,0,12,32,32,0,5,3,2,19,,36,16,20,34,3,6,8,7,1,,,
"Oct 18, 2022 12:00 PM",61,29,32,38,20,18,54,33,21,36,19,17,0,0,0,16,38,36,2,19,18,1,20,,28,13,15,29,3,4,1,1,0,,,
"Oct 18, 2022 1:00 PM",95,43,52,60,29,31,69,35,34,48,29,19,0,0,0,17,45,41,4,22,18,4,29,,30,17,13,25,3,10,1,0,1,,,
"Oct 18, 2022 2:00 PM",87,34,53,48,24,24,52,33,19,42,27,15,0,0,0,27,22,14,8,25,18,7,14,,34,19,15,35,2,3,2,1,1,,,
"Oct 18, 2022 3:00 PM",121,46,75,45,27,18,78,45,33,47,27,20,0,0,0,17,40,32,8,45,40,5,20,,35,22,13,24,8,10,10,3,7,,,
"Oct 18, 2022 4:00 PM",193,60,133,71,42,29,102,62,40,92,56,36,0,0,0,26,44,29,15,71,67,4,27,,57,39,18,48,6,3,5,2,3,,,
"Oct 18, 2022 5:00 PM",303,80,223,80,52,28,152,87,65,99,52,47,0,0,0,34,69,54,15,132,128,4,42,,71,54,17,104,7,3,14,10,4,,,
"Oct 18, 2022 6:00 PM",256,68,188,85,71,14,156,107,49,95,62,33,0,0,0,26,58,40,18,137,130,7,34,,84,56,28,57,10,3,13,10,3,,,
"Oct 18, 2022 7:00 PM",174,48,126,45,30,15,66,48,18,48,32,16,0,0,0,16,45,32,13,58,56,2,31,,33,27,6,24,2,2,6,5,1,,,
"Oct 18, 2022 8:00 PM",102,34,68,21,16,5,40,23,17,38,23,15,0,0,0,10,19,12,7,33,33,0,9,,13,8,5,20,7,0,5,2,3,,,
"Oct 18, 2022 9:00 PM",45,12,33,17,10,7,26,13,13,21,12,9,0,0,0,9,5,1,4,29,28,1,2,,11,7,4,11,3,1,3,3,0,,,
"Oct 18, 2022 10:00 PM",56,8,48,5,4,1,7,5,2,5,4,1,0,0,0,3,9,4,5,19,17,2,4,,6,6,0,5,1,2,1,0,1,,,
"Oct 18, 2022 11:00 PM",12,2,10,1,1,0,6,4,2,4,4,0,0,0,0,4,3,2,1,5,4,1,0,,4,4,0,4,0,0,0,0,0,,,
"Oct 19, 2022 12:00 AM",6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2,1,0,,1,1,0,0,0,0,0,0,0,,,
"Oct 19, 2022 1:00 AM",8,1,7,0,0,0,1,1,0,1,0,1,0,0,0,0,3,0,3,1,1,0,1,,2,2,0,1,0,0,0,0,0,,,
"Oct 19, 2022 2:00 AM",4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,0,0,,,
"Oct 19, 2022 3:00 AM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,
"Oct 19, 2022 4:00 AM",3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,2,,0,0,0,0,0,0,1,1,0,,,
"Oct 19, 2022 5:00 AM",5,3,2,2,1,1,2,1,1,2,1,1,0,0,0,1,5,5,0,1,1,0,4,,2,1,1,6,0,0,0,0,0,,,
"Oct 19, 2022 6:00 AM",41,28,13,6,2,4,8,0,8,7,1,6,0,0,0,2,11,11,0,3,2,1,9,,4,1,3,29,0,1,1,1,0,,,
"Oct 19, 2022 7:00 AM",85,57,28,13,3,10,22,5,17,11,2,9,0,0,0,7,55,55,0,11,10,1,50,,11,2,9,24,1,1,4,2,2,,,
"Oct 19, 2022 8:00 AM",206,158,48,28,5,23,57,18,39,32,12,20,0,0,0,32,119,117,2,17,12,5,89,,29,7,22,49,2,2,6,4,2,,,
"Oct 19, 2022 9:00 AM",130,118,12,17,2,15,46,15,31,28,13,15,0,0,0,13,63,61,2,24,14,10,32,,25,9,16,5,3,3,5,2,3,,,
"Oct 19, 2022 10:00 AM",68,50,18,6,2,4,16,11,5,6,4,2,0,0,0,12,43,41,2,7,2,5,20,,5,5,0,3,1,0,2,2,0,,,
"Oct 19, 2022 11:00 AM",35,27,8,3,1,2,11,4,7,5,2,3,0,0,0,6,18,16,2,5,3,2,10,,8,4,4,16,1,1,2,1,1,,,
"Oct 19, 2022 12:00 PM",48,31,17,2,0,2,7,2,5,2,0,2,0,0,0,7,17,14,3,10,9,1,10,,4,2,2,10,2,2,3,2,1,,,
"Oct 19, 2022 1:00 PM",48,17,31,3,1,2,11,5,6,8,4,4,0,0,0,5,10,7,3,17,15,2,3,,3,1,2,12,1,2,0,0,0,,,
"Oct 19, 2022 2:00 PM",47,20,27,5,2,3,15,7,8,7,3,4,0,0,0,8,10,7,3,9,9,0,5,,7,4,3,13,0,0,0,0,0,,,
"Oct 19, 2022 3:00 PM",54,23,31,4,3,1,15,9,6,12,7,5,0,0,0,5,15,12,3,15,13,2,7,,5,5,0,9,3,1,2,0,2,,,
"Oct 19, 2022 4:00 PM",83,19,64,12,10,2,20,16,4,15,11,4,0,0,0,5,22,15,7,25,22,3,9,,17,14,3,15,1,1,1,0,1,,,
"Oct 19, 2022 5:00 PM",183,40,143,23,18,5,51,39,12,40,25,15,0,0,0,14,31,20,11,62,61,1,18,,36,30,6,40,1,2,6,3,3,,,
"Oct 19, 2022 6:00 PM",167,44,123,27,22,5,49,31,18,34,24,10,0,0,0,19,25,12,13,62,56,6,13,,37,27,10,16,3,3,4,2,2,,,
"Oct 19, 2022 7:00 PM",91,20,71,16,11,5,32,22,10,24,12,12,0,0,0,6,18,14,4,32,30,2,9,,15,9,6,17,3,1,4,3,1,,,
"Oct 19, 2022 8:00 PM",65,18,47,7,7,0,12,9,3,9,6,3,0,0,0,3,11,7,4,18,18,0,7,,4,4,0,10,1,1,4,2,2,,,
"Oct 19, 2022 9:00 PM",43,10,33,2,2,0,7,5,2,8,4,4,0,0,0,3,6,3,3,10,10,0,3,,4,2,2,4,9,0,2,2,0,,,
"Oct 19, 2022 10:00 PM",21,5,16,3,2,1,2,2,0,1,1,0,0,0,0,1,5,1,4,5,5,0,2,,0,0,0,1,0,0,0,0,0,,,
"Oct 19, 2022 11:00 PM",8,1,7,2,1,1,0,0,0,2,1,1,0,0,0,1,1,0,1,3,3,0,0,,0,0,0,0,0,0,0,0,0,,,
"Oct 20, 2022 12:00 AM",8,1,7,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,,0,0,0,1,0,0,0,0,0,,,
"Oct 20, 2022 1:00 AM",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,
"Oct 20, 2022 2:00 AM",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,
"Oct 20, 2022 3:00 AM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,
"Oct 20, 2022 4:00 AM",2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,
"Oct 20, 2022 5:00 AM",9,7,2,2,1,1,2,1,1,2,2,0,0,0,0,1,8,8,0,4,3,1,7,,0,0,0,2,0,0,0,0,0,,,
"Oct 20, 2022 6:00 AM",42,25,17,9,2,7,12,6,6,15,8,7,0,0,0,7,22,22,0,5,3,2,18,,6,1,5,5,1,2,1,1,0,,,
"Oct 20, 2022 7:00 AM",140,89,51,35,7,28,68,19,49,47,15,32,0,0,0,15,63,61,2,16,13,3,57,,37,14,23,27,1,4,8,7,1,,,
"Oct 20, 2022 8:00 AM",325,244,81,89,20,69,151,43,108,122,44,78,0,0,0,37,222,221,1,47,35,12,170,,81,22,59,75,6,7,18,14,4,,,
"Oct 20, 2022 9:00 AM",180,150,30,68,25,43,106,50,56,75,40,35,0,0,0,15,105,101,4,28,18,10,71,,51,23,28,27,3,5,2,1,1,,,
"Oct 20, 2022 10:00 AM",80,59,21,44,20,24,67,35,32,40,27,13,0,0,0,11,56,55,1,14,12,2,36,,26,18,8,23,0,1,3,2,1,,,
"Oct 20, 2022 11:00 AM",62,41,21,37,17,20,69,37,32,52,23,29,0,0,0,13,47,43,4,13,9,4,23,,27,16,11,24,2,4,4,4,0,,,
"Oct 20, 2022 12:00 PM",79,46,33,39,15,24,70,32,38,48,20,28,0,0,0,19,38,34,4,22,18,4,23,,30,15,15,28,2,1,1,1,0,,,
"Oct 20, 2022 1:00 PM",85,36,49,65,38,27,53,28,25,48,26,22,0,0,0,17,29,26,3,20,18,2,18,,27,11,16,30,3,2,4,3,1,,,
"Oct 20, 2022 2:00 PM",96,36,60,31,18,13,33,17,16,31,17,14,0,0,0,22,33,26,7,22,20,2,15,,26,12,14,29,0,0,3,3,0,,,
"Oct 20, 2022 3:00 PM",95,33,62,23,13,10,51,35,16,32,25,7,0,0,0,8,37,25,12,30,26,4,19,,32,24,8,39,5,3,5,2,3,,,
"Oct 20, 2022 4:00 PM",163,46,117,42,30,12,91,68,23,79,58,21,0,0,0,16,39,25,14,54,49,5,17,,72,59,13,47,3,0,4,3,1,,,
"Oct 20, 2022 5:00 PM",265,79,186,64,45,19,117,77,40,94,58,36,0,0,0,30,51,34,17,107,101,6,31,,70,58,12,58,8,2,9,7,2,,,
"Oct 20, 2022 6:00 PM",217,50,167,70,54,16,125,90,35,88,64,24,0,0,0,19,48,37,11,109,106,3,31,,65,51,14,46,4,6,10,7,3,,,
"Oct 20, 2022 7:00 PM",136,39,97,36,25,11,55,45,10,39,29,10,0,0,0,12,35,23,12,47,45,2,17,,40,33,7,20,5,2,7,5,2,,,
"Oct 20, 2022 8:00 PM",95,26,69,18,15,3,27,15,12,27,17,10,0,0,0,8,21,15,6,38,36,2,11,,14,10,4,17,3,1,3,1,2,,,
"Oct 20, 2022 9:00 PM",75,21,54,16,14,2,15,10,5,10,6,4,0,0,0,10,6,4,2,20,19,1,3,,9,6,3,12,2,1,1,1,0,,,
"Oct 20, 2022 10:00 PM",56,14,42,3,2,1,8,6,2,4,2,2,0,0,0,3,8,4,4,16,15,1,4,,8,5,3,6,0,0,2,1,1,,,
